Id,SalePrice
1989,197563.357806
1990,208002.283915
1991,249679.611898
1992,216567.06654
1993,165505.473987
1994,231401.188685
1995,180156.068882
1996,244516.576878
1997,314109.647656
1998,308347.494269
1999,294596.609938
2000,316323.60195
2001,286464.602064
2002,241952.837606
2003,245791.417351
2004,279447.738312
2005,233806.310918
2006,221517.90891
2007,246351.272873
2008,217675.937572
2009,200187.757509
2010,192797.498223
2011,143117.756241
2012,169085.938968
2013,183479.903324
2014,192004.017854
2015,213746.878492
2016,193147.603662
2017,196373.324527
2018,118476.241273
2019,126857.81235
2020,103153.213389
2021,101381.401852
2022,181413.000018
2023,135470.496336
2024,292459.514334
2025,345170.934246
2026,179765.76514
2027,162360.880528
2028,148291.991969
2029,168081.526823
2030,269546.942956
2031,238642.205528
2032,266293.589293
2033,264024.038672
2034,180758.660361
2035,223447.39055
2036,199552.769899
2037,205779.797842
2038,324271.454242
2039,231239.725308
2040,245934.292759
2041,307485.948368
2042,210953.733273
2043,179117.204767
2044,172265.294234
2045,210766.975452
2046,149852.194114
2047,141448.552708
2048,136998.665403
2049,147058.801083
2050,176568.258178
2051,104823.442236
2052,122978.970865
2053,147150.386758
2054,92533.9606439
2055,169087.859989
2056,153023.267228
2057,114313.997211
2058,212205.132251
2059,131419.682439
2060,172719.597993
2061,175526.105469
2062,130055.80986
2063,125447.098077
2064,139986.302734
2065,119033.253994
2066,171817.76892
2067,116914.78229
2068,155105.289147
2069,86489.4536636
2070,117375.20436
2071,90789.8071843
2072,129480.371722
2073,129950.051901
2074,177706.793224
2075,147813.813836
2076,119154.593102
2077,161760.544131
2078,122527.371296
2079,139151.583639
2080,115723.409019
2081,126286.837017
2082,117530.226285
2083,148086.967727
2084,107997.91061
2085,115260.163143
2086,102917.035996
2087,120065.785028
2088,100862.738791
2089,75272.0002487
2090,122023.841448
2091,103199.847786
2092,120729.62417
2093,122638.227737
2094,108378.441187
2095,139935.725488
2096,85409.8263397
2097,105094.88274
2098,148083.443804
2099,45274.6837275
2100,59292.3841606
2101,114595.813556
2102,133466.791224
2103,105071.950192
2104,149618.290014
2105,139623.916064
2106,50901.0133397
2107,184977.703756
2108,118595.562842
2109,105451.704496
2110,132707.016566
2111,146981.864076
2112,137726.407472
2113,114726.718087
2114,129307.695135
2115,163802.028246
2116,116628.40703
2117,143726.264347
2118,125569.651995
2119,118837.654666
2120,113859.726428
2121,115332.289867
2122,118723.615364
2123,76864.3456145
2124,157566.808475
2125,127545.352187
2126,149098.175909
2127,168814.649333
2128,131882.446578
2129,87533.7220393
2130,128603.655839
2131,139549.318388
2132,112209.264201
2133,118061.166461
2134,117473.497361
2135,88168.9381575
2136,77794.1355378
2137,106072.860959
2138,136961.992085
2139,145421.274588
2140,139123.529307
2141,171281.977215
2142,129095.57787
2143,144666.608727
2144,124622.29162
2145,137865.112092
2146,184504.443368
2147,142714.089296
2148,141986.023858
2149,151960.987724
2150,243386.480864
2151,116234.697948
2152,182117.270024
2153,165845.149646
2154,106296.550426
2155,141214.475521
2156,248858.821362
2157,230484.834584
2158,247821.066128
2159,216841.713172
2160,185096.856293
2161,223341.639698
2162,348291.872017
2163,335669.626326
2164,249522.655032
2165,225299.08945
2166,159163.856165
2167,225924.468613
2168,197989.169526
2169,199077.731538
2170,218995.937975
2171,160890.966411
2172,135607.610295
2173,173085.467998
2174,217027.307577
2175,278846.074348
2176,312712.302306
2177,231906.438623
2178,211294.33188
2179,136845.431585
2180,215145.686785
2181,197503.4042
2182,224414.605473
2183,189695.44293
2184,118561.275983
2185,130972.759955
2186,141656.812455
2187,148813.971144
2188,147996.490434
2189,282897.441516
2190,79832.9983252
2191,82826.1974316
2192,86036.0087176
2193,112379.200435
2194,98029.6706124
2195,107316.380401
2196,109844.039481
2197,115835.322088
2198,161681.109961
2199,196055.631567
2200,155947.057705
2201,150330.484519
2202,220009.130361
2203,132675.552324
2204,178848.244123
2205,119000.976327
2206,143042.821626
2207,203544.526048
2208,271831.21006
2209,248727.91147
2210,116721.848582
2211,109210.051279
2212,114118.018639
2213,101755.776312
2214,134556.782458
2215,96287.0553992
2216,141242.627465
2217,53074.7283413
2218,97999.0398506
2219,83453.3738826
2220,83278.3050031
2221,308254.896232
2222,290091.868983
2223,283628.942307
2224,202797.381191
2225,121665.486862
2226,178108.202737
2227,200591.714858
2228,269379.562337
2229,246208.995349
2230,150199.234358
2231,206969.021962
2232,169843.123037
2233,185970.548127
2234,240879.217384
2235,231246.570709
2236,245397.350419
2237,296999.342221
2238,188789.096997
2239,106809.720821
2240,155692.292718
2241,151776.402546
2242,125894.65905
2243,132819.501962
2244,104535.6264
2245,108101.26157
2246,146877.156544
2247,112714.031659
2248,119720.152359
2249,111532.148615
2250,122754.656806
2251,84999.7769039
2252,180666.892104
2253,153686.537274
2254,180862.109139
2255,184836.199746
2256,175111.439591
2257,205640.253657
2258,158397.362959
2259,172599.920564
2260,154118.072122
2261,198943.641773
2262,218412.131901
2263,376592.491441
2264,498407.657743
2265,173060.161144
2266,305003.658143
2267,360036.819683
2268,455995.88684
2269,151290.311308
2270,197106.397844
2271,210660.749578
2272,192376.246082
2273,161577.169105
2274,178128.074991
2275,151027.673103
2276,202090.105391
2277,185107.565023
2278,145697.373943
2279,123601.701334
2280,118115.899245
2281,156583.696019
2282,179335.636822
2283,109364.199893
2284,116893.82926
2285,139626.032559
2286,123339.286542
2287,396537.824957
2288,283842.712636
2289,375752.393148
2290,446874.657578
2291,352059.091481
2292,438968.698278
2293,482920.102114
2294,384974.604784
2295,467797.687103
2296,278589.971916
2297,387671.073908
2298,338968.109632
2299,328738.44434
2300,322684.144192
2301,335202.374833
2302,249919.771351
2303,245023.402345
2304,254346.337229
2305,217812.838813
2306,199800.991066
2307,208320.960527
2308,222012.495158
2309,279543.698861
2310,215820.243567
2311,205106.043773
2312,166333.18884
2313,171425.400692
2314,174392.997566
2315,181748.788772
2316,207006.230732
2317,190586.966351
2318,183641.741007
2319,184280.65648
2320,184030.720681
2321,236060.85547
2322,179457.730923
2323,204790.877285
2324,183591.441275
2325,217388.241265
2326,179399.435127
2327,201928.034205
2328,226068.14622
2329,192028.963628
2330,178674.932289
2331,334179.253825
2332,394722.220236
2333,320992.006366
2334,265201.405332
2335,303657.490183
2336,300478.500772
2337,196187.713149
2338,249235.838348
2339,215306.43649
2340,373271.647958
2341,212416.472472
2342,241354.821028
2343,238694.28464
2344,210173.893415
2345,227508.457371
2346,212293.73175
2347,200053.767415
2348,243271.931348
2349,178671.017795
2350,316433.434459
2351,257290.941648
2352,252786.712977
2353,245087.308595
2354,138514.422224
2355,145221.609108
2356,153074.571215
2357,183006.329643
2358,205704.454227
2359,130788.072804
2360,112080.79076
2361,147388.741428
2362,267263.543922
2363,145151.729877
2364,155724.883152
2365,216426.558985
2366,193936.789871
2367,226719.038353
2368,221360.317703
2369,217173.389379
2370,166144.64375
2371,172520.391049
2372,197523.528121
2373,290684.363715
2374,312580.748628
2375,247700.661834
2376,287484.196578
2377,329570.597446
2378,147385.300308
2379,199795.69783
2380,158425.405229
2381,181797.365955
2382,206564.335523
2383,204089.247859
2384,244557.34447
2385,165524.120023
2386,135328.742331
2387,132828.333051
2388,103034.58609
2389,120731.886545
2390,149173.076524
2391,146039.343334
2392,114944.985862
2393,165035.979955
2394,145939.005185
2395,202411.489751
2396,142504.825492
2397,222336.884209
2398,128898.335914
2399,70425.3900836
2400,63063.7820787
2401,114071.217037
2402,144262.544799
2403,144707.059085
2404,159686.225503
2405,157130.843722
2406,137866.405877
2407,133077.52185
2408,152975.998613
2409,121195.713943
2410,168007.300232
2411,112531.732573
2412,156853.34593
2413,131715.861896
2414,167998.755443
2415,138906.474761
2416,128737.953528
2417,132903.160167
2418,128920.872649
2419,125425.307841
2420,120573.899283
2421,153768.396705
2422,104732.536559
2423,123230.292681
2424,156142.633952
2425,184658.757253
2426,121885.225336
2427,139356.456676
2428,168203.346511
2429,113937.0625
2430,131030.012397
2431,112298.50163
2432,145442.912212
2433,144933.589604
2434,136503.528041
2435,152991.147143
2436,103232.471205
2437,103229.052761
2438,118856.686755
2439,103962.434198
2440,122951.524915
2441,95217.0514356
2442,93928.4762907
2443,129179.072372
2444,138634.937144
2445,92520.5495835
2446,144648.375612
2447,181248.610898
2448,122777.918237
2449,116502.908482
2450,157300.507381
2451,129360.443353
2452,194182.200565
2453,94387.4799163
2454,118409.527921
2455,117216.383665
2456,136733.172329
2457,127339.247207
2458,135181.489932
2459,112934.194385
2460,143081.261644
2461,130342.03055
2462,131978.819429
2463,133546.32693
2464,171289.851325
2465,146863.640099
2466,115432.516444
2467,125835.417732
2468,81921.4979604
2469,77655.2106617
2470,186742.190383
2471,199861.078916
2472,156215.565935
2473,113355.872891
2474,61317.7111092
2475,213480.988086
2476,113060.45414
2477,129863.104411
2478,153491.849646
2479,99385.4497009
2480,151865.445501
2481,119767.006796
2482,121391.47871
2483,109802.516795
2484,118677.786471
2485,123693.178955
2486,145411.702713
2487,169832.600863
2488,166585.41801
2489,154979.866682
2490,135455.996305
2491,101039.163027
2492,203197.599153
2493,163575.846811
2494,155261.758555
2495,95183.5170639
2496,255246.032546
2497,159291.569911
2498,103647.881298
2499,78415.1086514
2500,118136.541302
2501,146909.866759
2502,134894.969215
2503,104003.836373
2504,153605.082118
2505,221154.911836
2506,236785.448407
2507,270768.234364
2508,237421.841308
2509,217772.006645
2510,210995.379314
2511,172950.91242
2512,213060.910519
2513,231775.430564
2514,282215.517885
2515,144178.814332
2516,175317.184668
2517,148283.695188
2518,155526.409824
2519,245331.143806
2520,222638.886329
2521,186293.330068
2522,225848.936848
2523,117156.273344
2524,137486.164546
2525,145982.706258
2526,140550.36637
2527,116789.112737
2528,125252.720059
2529,134854.205005
2530,121837.830412
2531,260382.349096
2532,223649.928046
2533,190964.972273
2534,242117.513871
2535,281281.682609
2536,232369.277314
2537,254867.990687
2538,179174.315628
2539,188057.154967
2540,183068.696753
2541,176421.42194
2542,165726.333011
2543,123973.193712
2544,120542.506006
2545,138891.725944
2546,126997.775623
2547,131389.601048
2548,152714.41916
2549,154568.510709
2550,659022.925887
2551,144261.772294
2552,127915.662878
2553,77211.0787365
2554,98381.8084323
2555,115618.118902
2556,96749.3942081
2557,101021.800951
2558,143935.157453
2559,145918.907245
2560,150171.272072
2561,146987.361899
2562,143833.68175
2563,147489.134352
2564,204087.077243
2565,145095.533002
2566,162595.430169
2567,145962.256531
2568,200055.567048
2569,228535.903068
2570,113586.989091
2571,187536.449956
2572,148848.327772
2573,222783.283259
2574,286676.620559
2575,127222.871095
2576,116728.472489
2577,146068.044792
2578,79721.3384085
2579,55551.6889304
2580,107622.129234
2581,112559.242836
2582,125005.148704
2583,279005.985521
2584,190801.411245
2585,189661.649415
2586,228153.708753
2587,198531.719686
2588,133213.880165
2589,148524.781629
2590,208783.120223
2591,242970.339284
2592,213573.557343
2593,254919.911812
2594,180456.431455
2595,205621.445816
2596,273101.31105
2597,188312.317942
2598,293904.173721
2599,320244.270108
2600,144917.935267
2601,143005.089098
2602,83263.390443
2603,97122.4038843
2604,90954.0143808
2605,77190.4588689
2606,148557.200267
2607,207051.771576
2608,200037.24646
2609,175289.041833
2610,110122.873291
2611,115905.422338
2612,159645.704385
2613,127061.489327
2614,120008.165985
2615,162520.065663
2616,148553.401096
2617,187799.698096
2618,228828.770683
2619,197535.525328
2620,187559.092851
2621,171411.71395
2622,178547.498032
2623,230592.285082
2624,297717.293983
2625,269537.421174
2626,176248.721017
2627,155653.431323
2628,527485.006629
2629,525339.686739
2630,412662.619522
2631,480447.646964
2632,435840.544918
2633,299689.2531
2634,427077.296092
2635,161538.6109
2636,165774.011157
2637,187833.64765
2638,263917.171761
2639,183448.205671
2640,148581.55994
2641,97675.5547701
2642,179548.644251
2643,103013.509827
2644,118098.481732
2645,111094.553067
2646,94614.5298827
2647,104491.409233
2648,140069.864765
2649,153535.089204
2650,131207.260688
2651,138665.014142
2652,398015.815126
2653,242371.808991
2654,268104.847417
2655,392006.001443
2656,331728.262788
2657,360324.912949
2658,327189.527755
2659,324892.69975
2660,381758.260825
2661,369683.339216
2662,366452.819569
2663,279543.462814
2664,272861.125313
2665,336801.562613
2666,285966.151624
2667,172974.100196
2668,174726.979855
2669,186566.633157
2670,269717.139441
2671,185983.619536
2672,197103.472933
2673,200615.54949
2674,193980.873904
2675,179165.44039
2676,194539.706473
2677,194793.345074
2678,241466.543824
2679,277362.287195
2680,293842.559697
2681,392429.081822
2682,307044.756238
2683,489346.217579
2684,330485.305288
2685,318601.125301
2686,243406.641027
2687,294902.070443
2688,210743.519597
2689,208748.245917
2690,376610.883788
2691,195512.93682
2692,143989.012032
2693,202435.004918
2694,141043.122809
2695,188329.149467
2696,181120.209809
2697,181360.434042
2698,194399.256633
2699,180431.029526
2700,160204.605026
2701,152446.073661
2702,110468.583883
2703,127543.672959
2704,140559.593383
2705,113141.478896
2706,110750.74575
2707,128201.667258
2708,135929.018174
2709,103822.418888
2710,128074.812949
2711,119125.303507
2712,384467.416133
2713,169211.601406
2714,147445.225178
2715,175647.667437
2716,148194.41001
2717,203624.841317
2718,220178.340849
2719,156172.027337
2720,174091.232436
2721,126649.903994
2722,160994.281085
2723,136253.840527
2724,127705.101835
2725,128698.667718
2726,147119.858812
2727,169790.879108
2728,197568.27974
2729,148974.325059
2730,151723.593332
2731,130658.604273
2732,142083.399073
2733,155472.326716
2734,154261.516931
2735,141976.952684
2736,137499.379175
2737,116344.445221
2738,139707.041445
2739,154424.518047
2740,135650.134067
2741,152608.835974
2742,158039.231946
2743,162038.709484
2744,156388.592306
2745,139282.643368
2746,137393.709344
2747,163407.032531
2748,132752.671245
2749,127810.462333
2750,134908.277177
2751,131847.521606
2752,200655.766257
2753,140641.045414
2754,197623.747877
2755,143814.552712
2756,87158.3608056
2757,66051.9292588
2758,93760.9863032
2759,167045.666447
2760,118572.915481
2761,137832.568383
2762,142969.673778
2763,181839.035515
2764,153542.998461
2765,272638.95891
2766,132646.938793
2767,85804.7855212
2768,132552.615553
2769,130572.518529
2770,135576.348905
2771,105273.411342
2772,109621.951588
2773,176991.05382
2774,145398.057611
2775,110730.223275
2776,149482.608966
2777,148661.439456
2778,102943.158067
2779,133141.778095
2780,92416.8516138
2781,95644.7027402
2782,98659.0628833
2783,99935.8432234
2784,121305.850012
2785,142363.925367
2786,64196.241641
2787,131873.467658
2788,73466.95134
2789,158378.237158
2790,98279.5235139
2791,109102.389507
2792,68479.8815288
2793,154719.124827
2794,98837.9892628
2795,121623.654538
2796,94165.6567612
2797,186141.12594
2798,111199.942212
2799,118388.009095
2800,68885.2306066
2801,100039.826446
2802,132642.524672
2803,169176.855649
2804,134903.821728
2805,97119.3889016
2806,81510.8671631
2807,153890.248809
2808,146795.693249
2809,130667.621477
2810,128309.745418
2811,166774.257355
2812,172079.007335
2813,156535.335273
2814,156335.834981
2815,98632.8301961
2816,229009.817975
2817,158991.718211
2818,134096.717516
2819,179291.872541
2820,143218.21158
2821,102401.788513
2822,199099.676784
2823,299319.199117
2824,176689.138519
2825,141416.633832
2826,132306.213023
2827,136993.388738
2828,228716.055301
2829,214026.030121
2830,221940.793709
2831,175498.459098
2832,242593.825722
2833,323055.98522
2834,228408.160424
2835,233043.394982
2836,187445.619641
2837,163776.34876
2838,150524.326692
2839,177496.847221
2840,201803.739407
2841,207092.805577
2842,238582.82948
2843,152087.99928
2844,172915.843487
2845,130396.030764
2846,209992.812641
2847,209245.539139
2848,218878.954053
2849,197997.979933
2850,270710.519612
2851,211615.525847
2852,230776.276665
2853,240668.347065
2854,138838.021718
2855,201796.10316
2856,198418.708655
2857,187177.811275
2858,209748.210964
2859,113314.119378
2860,128741.227141
2861,126875.402052
2862,184782.086822
2863,125228.951806
2864,236268.09171
2865,147161.909125
2866,141720.375121
2867,105080.838506
2868,97786.826995
2869,91412.8881935
2870,124104.621054
2871,83834.9223077
2872,41727.7128951
2873,98881.5469826
2874,143935.34671
2875,116624.568986
2876,162243.882878
2877,153759.916932
2878,168383.851245
2879,142571.741635
2880,101324.530069
2881,150462.198392
2882,181029.612879
2883,202373.898561
2884,202659.39963
2885,194236.122668
2886,229858.547515
2887,88795.4849364
2888,140890.756937
2889,56415.9275939
2890,78110.1295197
2891,132124.37497
2892,50863.6058247
2893,94513.4550054
2894,70561.4993996
2895,350687.795549
2896,280727.778236
2897,226709.425855
2898,151605.813751
2899,206499.823764
2900,158288.214452
2901,218791.234657
2902,187240.976043
2903,321507.589967
2904,339543.900368
2905,71409.8133114
2906,189572.998536
2907,116969.493216
2908,126134.886542
2909,158490.718908
2910,78680.0725524
2911,78836.7568932
2912,150605.920015
2913,80871.926066
2914,79691.6344189
2915,88742.6167056
2916,82330.7109814
2917,167260.208008
2918,115555.330713
2919,213863.293137
